p_0,p_1,alpha_2,mu0_0,mu0_1,beta_2,mu1_0,mu1_1,gamma_2,count,bias_RA,var_RA,bias_IPW,var_IPW,bias_AIPW,var_AIPW,bias_IPWRA,var_IPWRA,bias_NNMATCH,var_NNMATCH,bias_PSMATCH,var_PSMATCH,_merge,MSE_RA,MSE_IPW,MSE_AIPW,MSE_IPWRA,MSE_NNMATCH,MSE_PSMATCH,min_absbias,minimizing_absbias
.75,.25,1.42,.25,.75,-.5,.75,.25,1.42,354,.020053977,.002649701,.17244467,.03495666,.18305525,.023677928,-.035216916,.021681868,-.00084800029,.0032290581,-.0008940004,.0032330649,matched (3),.0030518631,.064693823,.057187155,.022922099,.0032297773,.0032338642,.020053977,1
.75,.25,1.42,.25,.75,-.5,.25,.75,-1.42,355,-.031522267,.0021205752,.49313182,.16670033,-.18881594,.022823403,-.15136898,.0050261742,.00171,.0028391071,.0017659999,.0028338986,matched (3),.0031142284,.40987933,.058474861,.02793874,.0028420312,.0028370174,.031522267,1
.75,.25,1.42,.25,.75,-.5,.25,.75,-.5,356,-.012734184,.0024998621,.50192243,.15983614,-.070455961,.013215073,.054957859,.0059453198,.0043040002,.0041893646,.0044100001,.0041936091,matched (3),.0026620217,.41176227,.018179115,.008965686,.0042078891,.004213057,.012734184,1
.75,.25,1.42,.25,.75,-.5,.25,.75,.5,357,.0049074655,.0027654194,.50612342,.15159504,.060197759,.013445245,.27724332,.0072286669,.0037699998,.0045274817,.0039399997,.0045185499,matched (3),.0027895027,.40775597,.017069016,.08409252,.0045416947,.0045340736,.0049074655,1
.75,.25,1.42,.25,.75,-.5,.25,.75,1.42,358,.02147734,.0025263426,.51212096,.1431171,.18173529,.023684232,.48106742,.0086565875,.0022740003,.0038476482,.0025880004,.0038422889,matched (3),.0029876188,.40538499,.056711949,.24008244,.0038528193,.0038489867,.02147734,1
.75,.25,1.42,.25,.75,-.5,.5,.5,-1.6,359,-.034226459,.0023549583,.33058384,.11149515,-.20994866,.026912671,-.40674454,.010889988,.0016240001,.0030185508,.0016500001,.0030211799,matched (3),.0035264087,.22078083,.070991106,.1763311,.0030211881,.0030239024,.034226459,1
.75,.25,1.42,.25,.75,-.5,.5,.5,1.6,360,.02283158,.0028292979,.34505996,.084232949,.20720603,.031306766,.28729251,.018021358,-.001738001,.0033987174,-.0015380005,.0034050078,matched (3),.0033505789,.20329933,.074241102,.10055835,.0034017381,.0034073733,.02283158,1
.75,.25,1.42,.25,.75,.5,.75,.25,-1.42,361,-.016537737,.002730476,.17509975,.056883432,-.17236479,.022507956,-.80503559,.016470248,.0017960004,.0037574612,.0015660005,.0037536679,matched (3),.0030039728,.087543353,.052217577,.66455257,.0037606868,.0037561203,.016537737,1
.75,.25,1.42,.25,.75,.5,.75,.25,-.5,362,.00010868598,.0029662366,.177965,.05125609,-.053345598,.014012448,-.61083084,.017921202,.0023599998,.0045353374,.0021839999,.0045273434,matched (3),.0029662484,.082927629,.0168582,.39103553,.0045409072,.0045321132,.00010868598,1
.75,.25,1.42,.25,.75,.5,.75,.25,.5,363,.01856867,.0030673186,.18086992,.043045212,.075987138,.014522296,-.40149966,.01947994,.0014160001,.0044062589,.0013600001,.004395959,matched (3),.003412114,.075759143,.020296341,.18068191,.0044082641,.0043978086,.01856867,1
.75,.25,1.42,.25,.75,.5,.75,.25,1.42,364,.034199633,.0027021857,.18270664,.035299432,.19483539,.024124116,-.20887685,.02145505,-.00095399981,.0031546985,-.00099999981,.0031554934,matched (3),.0038718006,.068681151,.062084947,.065084584,.0031556087,.0031564934,.034199633,1
.75,.25,1.42,.25,.75,.5,.25,.75,-1.42,365,-.017376611,.002249599,.50339377,.16795073,-.17703579,.022869186,-.3250289,.0048312978,.0016039991,.002949618,.0016599991,.0029446282,matched (3),.0025515456,.42135602,.05421086,.11047508,.0029521908,.0029473838,.017376611,1
.75,.25,1.42,.25,.75,.5,.25,.75,-.5,366,.0014114719,.0026123312,.51218438,.16111806,-.058675822,.013466989,-.11870207,.0055520232,.0041980003,.0042210212,.0043040002,.0042294334,matched (3),.0026143235,.42345089,.016909841,.019642204,.0042386446,.0042479578,.0014114719,1
.75,.25,1.42,.25,.75,.5,.25,.75,.5,367,.01905312,.0028078507,.51638538,.15279038,.071977898,.013798221,.1035834,.0069817817,.003664,.0044643995,.0038339999,.0044571771,matched (3),.0031708721,.41944423,.018979039,.017711302,.0044778246,.0044718767,.01905312,1
.75,.25,1.42,.25,.75,.5,.25,.75,1.42,368,.035622995,.002655939,.52238292,.14445585,.19351543,.024222072,.3074075,.0084226914,.002168,.0038280918,.002482,.003822495,matched (3),.003924937,.41733977,.061670296,.10292206,.0038327919,.0038286552,.035622995,1
.75,.25,1.42,.25,.75,.5,.5,.5,-1.6,369,-.020080803,.0025436699,.34084582,.11262408,-.19816852,.02691791,-.58040446,.010732887,.0015180003,.0031508352,.0015440002,.0031567421,matched (3),.0029469086,.22879995,.066188671,.34760222,.0031531395,.003159126,.020080803,1
.75,.25,1.42,.25,.75,.5,.5,.5,1.6,370,.036977235,.0029601417,.35532194,.085115597,.21898615,.031885657,.11363257,.01809122,-.0018440001,.0034041626,-.0016439998,.003409178,matched (3),.0043274579,.21136928,.079840593,.031003583,.0034075629,.0034118807,.036977235,1
.75,.25,1.42,.25,.75,1.42,.75,.25,-1.42,371,-.0030330794,.00246049,.18504061,.056747124,-.16102991,.022187976,-.96151358,.016593328,.0022680005,.0034864079,.0020440009,.0034771406,matched (3),.0024696896,.090987153,.048118606,.94110167,.0034915518,.0034813185,.0030330794,1
.75,.25,1.42,.25,.75,1.42,.75,.25,-.5,372,.013613343,.0027189953,.18790586,.051036909,-.042010717,.013731756,-.76730889,.017984692,.0028319992,.004289553,.0026619991,.0042801262,matched (3),.0029043185,.086345524,.015496656,.60674763,.0042975731,.0042872126,.013613343,1
.75,.25,1.42,.25,.75,1.42,.75,.25,.5,373,.032073326,.0028557847,.1908108,.042812847,.087322019,.014262467,-.55797768,.019628033,.0018880001,.0041674874,.0018379998,.0041579353,matched (3),.0038844829,.079221606,.021887602,.33096713,.004171052,.0041613136,.032073326,1
.75,.25,1.42,.25,.75,1.42,.75,.25,1.42,374,.047704291,.0024307019,.1926475,.034918033,.20617028,.023870379,-.36535487,.021542227,-.00048200003,.0028449479,-.00052200007,.0028491176,matched (3),.0047064014,.072031096,.066376559,.15502641,.0028451802,.00284939,.047704291,1
.75,.25,1.42,.25,.75,1.42,.25,.75,-1.42,375,-.0038719522,.0019888268,.51333463,.16778281,-.16570091,.022379547,-.48150691,.0047572502,.0020760004,.0026897017,.0021380007,.0026804861,matched (3),.0020038188,.43129525,.049836341,.23660617,.0026940114,.002685057,.0038719522,1
.75,.25,1.42,.25,.75,1.42,.25,.75,-.5,376,.014916128,.002347274,.52212524,.16098322,-.047340937,.013147539,-.27518007,.0053698695,.0046700002,.0039856159,.0047820001,.0039878469,matched (3),.0025697649,.43359798,.015388703,.081093945,.0040074247,.0040107146,.014916128,1
.75,.25,1.42,.25,.75,1.42,.25,.75,.5,377,.032557778,.002555093,.52632624,.15258528,.08331278,.013557724,-.052894618,.0068481127,.0041359998,.0041875541,.0043119998,.0041777822,matched (3),.003615102,.42960459,.020498743,.0096459538,.0042046607,.0041963756,.032557778,1
.75,.25,1.42,.25,.75,1.42,.25,.75,1.42,378,.049127653,.0024391981,.53232384,.14420967,.20485032,.024051543,.15092948,.0082486356,.0026400001,.0035335908,.0029600002,.0035306965,matched (3),.0048527243,.42757833,.066015199,.031028343,.0035405604,.0035394582,.049127653,1
.75,.25,1.42,.25,.75,1.42,.5,.5,-1.6,379,-.0065761455,.0023017151,.35078669,.11257709,-.18683363,.026522184,-.73688251,.010650759,.0019900005,.0029428778,.0020220012,.0029441002,matched (3),.0023449608,.23562838,.06142899,.55364656,.002946838,.0029481887,.0065761455,1
.75,.25,1.42,.25,.75,1.42,.5,.5,1.6,380,.050481893,.0027070756,.36526281,.085029364,.23032103,.031832032,-.042845439,.018015066,-.001372,.0031281407,-.0011659999,.0031380721,matched (3),.0052554971,.21844628,.084879808,.019850798,.0031300231,.0031394316,.042845439,4
.75,.25,1.42,.5,.5,-1.6,.75,.25,-1.42,381,-.046195529,.0023755559,.15767714,.055493411,-.19705155,.022829264,-.19490542,.017088154,.0019720001,.0034215068,.001762,.0034161089,matched (3),.0045095826,.080355495,.06165858,.055076275,.0034253956,.0034192135,.046195529,1
.75,.25,1.42,.5,.5,-1.6,.75,.25,-.5,382,-.029549103,.0026706089,.1605424,.050053041,-.078032367,.013897268,-.00070071092,.018647626,.0025360002,.0043656607,.0023800002,.0043632369,matched (3),.0035437585,.075826906,.019986318,.018648118,.004372092,.0043689013,.00070071092,4
.75,.25,1.42,.5,.5,-1.6,.75,.25,.5,383,-.01108912,.0028075217,.16344734,.04224572,.051300373,.013923063,.20863052,.020364551,.0015919995,.0043175346,.0015559996,.0043131001,matched (3),.0029304903,.068960749,.016554791,.063891247,.0043200692,.0043155211,.01108912,1
.75,.25,1.42,.5,.5,-1.6,.75,.25,1.42,384,.0045418413,.002360048,.16528404,.034399055,.17014861,.022927884,.40125331,.022570768,-.00077800086,.0030233155,-.000804001,.0030264028,matched (3),.0023806763,.061717868,.051878434,.18357499,.0030239208,.0030270491,.0045418413,1
.75,.25,1.42,.5,.5,-1.6,.25,.75,-1.42,385,-.047034398,.0020917337,.48597118,.16545992,-.20172256,.023262681,.28510126,.0057637542,.00178,.0028260662,.001856,.0028216997,matched (3),.0043039685,.4016279,.063954674,.087046482,.0028292346,.0028251444,.047034398,1
.75,.25,1.42,.5,.5,-1.6,.25,.75,-.5,386,-.028246317,.0024723508,.49476179,.15870357,-.083362587,.013422832,.49142808,.0066466462,.0043739998,.004214698,.0044999998,.0042183604,matched (3),.0032702053,.40349281,.020372152,.2481482,.0042338297,.0042386106,.028246317,1
.75,.25,1.42,.5,.5,-1.6,.25,.75,.5,387,-.010604668,.0026495259,.49896279,.1504118,.047291126,.0132163,.71371353,.0078529259,.0038400006,.0044509363,.00403,.0044389456,matched (3),.0027619849,.39937568,.015452751,.51723993,.004465682,.0044551864,.010604668,1
.75,.25,1.42,.5,.5,-1.6,.25,.75,1.42,388,.0059652044,.0024320958,.50496036,.14215058,.16882867,.023124864,.91753763,.0091766454,.0023439995,.0037571972,.0026779997,.0037545937,matched (3),.0024676796,.39713556,.051627982,.85105193,.0037626915,.0037617653,.0059652044,1
.75,.25,1.42,.5,.5,-1.6,.5,.5,-1.6,389,-.049738593,.0022469147,.32342324,.11052682,-.22285528,.027275767,.029725676,.01115844,.001694,.0029258286,.0017400001,.002929532,matched (3),.0047208425,.21512941,.076940246,.012042056,.0029286982,.0029325595,.029725676,4
.75,.25,1.42,.5,.5,-1.6,.5,.5,1.6,390,.0073194457,.0026119682,.33789936,.083293669,.19429938,.030480407,.72376275,.018865079,-.0016679997,.0033018286,-.0014479998,.0033121901,matched (3),.0026655425,.19746965,.068232656,.54269761,.003304611,.0033142867,.0073194457,1
.75,.25,1.42,.5,.5,1.6,.75,.25,-1.42,391,-.00083475589,.0025094687,.1906461,.056858905,-.15928669,.022372058,-.75221097,.01685103,.0017100002,.0035842445,.0014839998,.0035743103,matched (3),.0025101656,.093204841,.047744308,.58267236,.0035871686,.0035765127,.00083475589,1
.75,.25,1.42,.5,.5,1.6,.75,.25,-.5,392,.015811669,.0027264704,.19351135,.051158927,-.040267508,.01381473,-.55800623,.018283889,.0022739999,.0043434491,.0021019997,.0043344828,matched (3),.0029764792,.088605568,.015436202,.32965484,.0043486203,.004338901,.015811669,1
.75,.25,1.42,.5,.5,1.6,.75,.25,.5,393,.03427165,.0028218532,.19641627,.042994034,.089065231,.014278039,-.34867504,.020015446,.0013299996,.0041492213,.0012779997,.0041426225,matched (3),.0039963992,.081573389,.022210654,.14158973,.0041509904,.0041442555,.03427165,1
.75,.25,1.42,.5,.5,1.6,.75,.25,1.42,394,.049902614,.0024050593,.19825299,.035016451,.20791347,.0237449,-.15605223,.021887369,-.0010400001,.0028572623,-.0010820001,.0028597044,matched (3),.0048953304,.074320696,.066972911,.046239667,.0028583438,.0028608751,.049902614,1
.75,.25,1.42,.5,.5,1.6,.25,.75,-1.42,395,-.0016736279,.0021570434,.51894015,.16813207,-.1639577,.022713952,-.27220428,.0053073065,.0015179997,.0029030552,.0015780004,.0028938493,matched (3),.0021598444,.43743095,.049596079,.079402477,.0029053595,.0028963394,.0016736279,1
.75,.25,1.42,.5,.5,1.6,.25,.75,-.5,396,.017114453,.0024858627,.52773076,.16117595,-.045597732,.013351183,-.065877452,.0059804148,.0041120001,.0041534542,.004222,.0041553928,matched (3),.0027787671,.43967572,.015430337,.010320254,.0041703628,.0041732183,.017114453,1
.75,.25,1.42,.5,.5,1.6,.25,.75,.5,397,.034756102,.0026586116,.53193176,.15277033,.085055985,.013596267,.15640801,.0073380307,.0035779998,.0042664437,.0037519999,.0042571323,matched (3),.0038665982,.43572173,.020830788,.031801496,.0042792456,.0042712097,.034756102,1
.75,.25,1.42,.5,.5,1.6,.25,.75,1.42,398,.051325977,.0025308619,.5379293,.14440867,.20659351,.023980258,.36023211,.0086173723,.002082,.0036130408,.0023999999,.0036108645,matched (3),.0051652179,.43377659,.066661134,.13838455,.0036173754,.0036166245,.051325977,1
.75,.25,1.42,.5,.5,1.6,.5,.5,-1.6,399,-.0043778215,.0023568915,.35639217,.11255946,-.18509042,.026701204,-.52757984,.010950765,.0014320011,.0030410902,.0014620005,.0030431338,matched (3),.0023760567,.23957485,.060959671,.28929126,.0030431408,.0030452712,.0043778215,1
.75,.25,1.42,.5,.5,1.6,.5,.5,1.6,400,.052680217,.0027391086,.3708683,.08513926,.23206425,.031642582,.16645719,.018218106,-.0019299999,.0031964045,-.001726,.0032035119,matched (3),.0055143139,.22268255,.085496396,.045926102,.0032001294,.003206491,.052680217,1
.25,.75,-1.42,.75,.25,-1.42,.75,.25,-1.42,401,.047056962,.0023414576,-.15469785,.053467143,.19218522,.024014356,-.036803741,.016820401,-.0015259999,.0034121643,-.0013860001,.0034053058,matched (3),.0045558154,.077398568,.060949516,.018174917,.0034144931,.0034072269,.036803741,4
.25,.75,-1.42,.75,.25,-1.42,.75,.25,-.5,402,.033482768,.0025306975,-.16470435,.053625226,.18077749,.024472518,.1289849,.016983585,-.001641,.0035630877,-.0015060001,.0035541269,matched (3),.0036517931,.080752753,.05715302,.033620689,.0035657806,.0035563949,.033482768,1
.25,.75,-1.42,.75,.25,-1.42,.75,.25,.5,403,.019369517,.0025225072,-.17495267,.053652842,.16902097,.02425041,.30525586,.017202703,-.0010509996,.0035874967,-.00090799946,.0035800335,matched (3),.0028976854,.084261276,.052818496,.11038385,.0035886012,.003580858,.019369517,1
.25,.75,-1.42,.75,.25,-1.42,.75,.25,1.42,404,.0059686084,.0023966006,-.18479186,.053905498,.15776074,.023838326,.4663496,.01688103,-.001664,.0034508423,-.0015279999,.0034434188,matched (3),.0024322248,.088053532,.048726778,.23436297,.0034536112,.0034457536,.0059686084,1
.25,.75,-1.42,.75,.25,-1.42,.25,.75,-1.42,405,.047024243,.0026062934,-.14640608,.054116383,.19214301,.023966027,.46777821,.016856372,-.0016099999,.00366341,-.0014719999,.0036595003,matched (3),.0048175729,.075551122,.060884964,.23567282,.0036660021,.003661667,.047024243,1
.25,.75,-1.42,.75,.25,-1.42,.25,.75,-.5,406,.033521291,.0027206775,-.15635127,.054068878,.18078582,.023777746,.63147265,.017118659,-.0018049998,.003751379,-.001678,.0037454772,matched (3),.0038443545,.078514598,.05646126,.41587636,.003754637,.0037482928,.033521291,1
.25,.75,-1.42,.75,.25,-1.42,.25,.75,.5,407,.01967858,.0026631008,-.16635354,.054261871,.16926187,.023562822,.80527055,.016824095,-.0010529999,.0036597427,-.00091799983,.0036576183,matched (3),.0030503473,.081935368,.052212402,.66528475,.0036608514,.0036584609,.01967858,1
.25,.75,-1.42,.75,.25,-1.42,.25,.75,1.42,408,.0065450324,.0025266914,-.17593524,.054656487,.15829884,.023194741,.96030736,.016648091,-.00070800015,.0034896201,-.00057199947,.0034918201,matched (3),.0025695288,.085609697,.048253264,.9388383,.0034901213,.0034921472,.0065450324,1
.25,.75,-1.42,.75,.25,-1.42,.5,.5,-1.6,409,.049376294,.0023931591,-.14890961,.053853851,.19408649,.023823241,.18991515,.016698269,-.001764,.003537558,-.0016320001,.003530829,matched (3),.0048311776,.076027922,.061492808,.052766033,.0035406698,.0035334923,.049376294,1
.25,.75,-1.42,.75,.25,-1.42,.5,.5,1.6,410,.0031512883,.0024568716,-.18274249,.054207817,.15535118,.023637608,.75267565,.017168265,-.0017200003,.0035429678,-.0015740003,.0035396987,matched (3),.0024668023,.087602638,.047771595,.58368891,.0035459262,.0035421762,.0031512883,1
.25,.75,-1.42,.75,.25,-.5,.75,.25,-1.42,411,.030336652,.0027408039,-.15476386,.046951789,.077556081,.014314511,-.22625507,.018094137,-.000055999833,.004388473,-.000013999767,.0043879459,matched (3),.0036611164,.070903644,.020329457,.069285497,.0043884763,.0043879459,.030336652,1
.25,.75,-1.42,.75,.25,-.5,.75,.25,-.5,412,.016762458,.0028975985,-.16477036,.047085073,.066148363,.014668682,-.060466442,.018088814,-.00017100004,.0044970405,-.00013400006,.0044956803,matched (3),.0031785786,.074234344,.019044288,.021745004,.0044970699,.0044956985,.016762458,1
.25,.75,-1.42,.75,.25,-.5,.75,.25,.5,413,.0026492039,.0029511703,-.1750187,.0470943,.05439182,.014468929,.11580452,.018292593,.00041899981,.0046461644,.00046399984,.0046431771,matched (3),.0029581885,.077725843,.0174274,.031703282,.0046463399,.0046433923,.0026492039,1
.25,.75,-1.42,.75,.25,-.5,.75,.25,1.42,414,-.010751702,.0027747315,-.18485788,.047289215,.043131605,.014267643,.27689826,.017862881,-.00019400033,.0044332608,-.0001560001,.0044276752,matched (3),.0028903305,.081461646,.016127978,.09453553,.0044332985,.0044276994,.010751702,1
.25,.75,-1.42,.75,.25,-.5,.25,.75,-1.42,415,.030303931,.0029771274,-.14647211,.047506239,.077513874,.014512574,.27832687,.018081853,-.0001399998,.0047456627,-.00010000011,.0047479314,matched (3),.0038954557,.068960316,.020520976,.095547698,.0047456822,.0047479412,.030303931,1
.25,.75,-1.42,.75,.25,-.5,.25,.75,-.5,416,.016800977,.0030695132,-.1564173,.047422692,.066156685,.014446549,.44202128,.018304873,-.00033500011,.0048095458,-.000306,.0048112334,matched (3),.0033517862,.071889065,.018823257,.21368769,.004809658,.004811327,.016800977,1
.25,.75,-1.42,.75,.25,-.5,.25,.75,.5,417,.0029582684,.0030802407,-.16641955,.047691155,.054632735,.01441894,.61581922,.017777551,.0004169998,.0046870071,.00045399999,.0046918513,matched (3),.0030889921,.075386621,.017403675,.39701086,.0046871807,.0046920576,.0029582684,1
.25,.75,-1.42,.75,.25,-.5,.25,.75,1.42,418,-.010175278,.0028545165,-.17600125,.047817636,.043669704,.014088306,.77085602,.017698966,.00076199975,.0044178884,.00079999975,.0044258926,matched (3),.0029580528,.078794077,.015995348,.61191797,.004418469,.0044265324,.010175278,1
.25,.75,-1.42,.75,.25,-.5,.5,.5,-1.6,419,.032655984,.0027594708,-.14897563,.047303259,.079457358,.01427933,.00046381081,.017970888,-.00029399991,.00452379,-.00025999977,.0045197597,matched (3),.0038258841,.069496997,.020592801,.017971102,.0045238766,.0045198272,.00046381081,4
.25,.75,-1.42,.75,.25,-.5,.5,.5,1.6,420,-.013569023,.0027726702,-.1828085,.047466453,.040722039,.014213156,.56322432,.018103361,-.00025000001,.0044827308,-.00020199976,.0044823173,matched (3),.0029567885,.080885403,.015871441,.335325,.0044827932,.0044823582,.013569023,1
.25,.75,-1.42,.75,.25,.5,.75,.25,-1.42,421,.010396562,.0026342331,-.16071963,.040098935,-.04906014,.014069625,-.43667066,.020233523,.000081999569,.0040392261,.000049999864,.0040326435,matched (3),.0027423217,.065929733,.016476523,.21091479,.0040392326,.0040326458,.010396562,1
.25,.75,-1.42,.75,.25,.5,.75,.25,-.5,422,-.0031776319,.0027773562,-.17072614,.040337484,-.060467862,.014413319,-.27088201,.019999173,-.00003299996,.0041101663,-.000070000038,.0041046278,matched (3),.0027874536,.069484897,.018069681,.093376234,.0041101673,.0041046329,.0031776319,1
.25,.75,-1.42,.75,.25,.5,.75,.25,.5,423,-.017290885,.0027987182,-.18097447,.04033637,-.072224401,.014319589,-.094611064,.02009006,.00055699999,.0041975635,.00052800006,.0041893534,matched (3),.003097693,.073088132,.019535953,.029041314,.0041978736,.0041896324,.017290885,1
.25,.75,-1.42,.75,.25,.5,.75,.25,1.42,424,-.030691791,.0026684105,-.19081365,.040512417,-.08348462,.01430666,.066482693,.019682333,-.000055999993,.0040122634,-.000092000009,.0040022428,matched (3),.0036103965,.07692226,.021276342,.024102282,.0040122666,.0040022512,.030691791,1
.25,.75,-1.42,.75,.25,.5,.25,.75,-1.42,425,.010363842,.0028295929,-.15242787,.040702451,-.049102347,.014637506,.06791129,.020094698,-2.0008235e-06,.0043727928,-.000036000638,.0043716379,matched (3),.0029370021,.063936703,.017048547,.024706641,.0043727928,.0043716393,.010363842,1
.25,.75,-1.42,.75,.25,.5,.25,.75,-.5,426,-.0031391112,.0029549843,-.16237307,.040658891,-.060459539,.014631324,.23160569,.020300578,-.00019700004,.0044361833,-.00024199989,.0044360971,matched (3),.0029648384,.067023903,.018286681,.073941775,.0044362219,.0044361558,.0031391112,1
